Nsyl,Ntom,HEB,p_value,q_value
Nitab20g005930.1,Nitab17g037690.1,8.989375852052447,0.0,0.0
Nitab20g007080.1,Nitab24g023800.1,8.170186772858226,0.0,0.0
Nitab20g007780.1,Nitab09g015150.1,4.552896464706593,0.0,0.0
Nitab20g007950.1,Nitab12g010200.1,9.132295749155578,0.0,0.0
Nitab20g009520.1,Nitab09g014530.1,9.091273035019707,0.0,0.0
Nitab20g010310.1,Nitab12g010990.1,8.40058057597754,0.0,0.0
Nitab20g010320.1,Nitab24g019700.1,7.6539636679219045,0.0,0.0
Nitab20g011160.1,Nitab24g016200.1,6.904142818134455,0.0,0.0
Nitab20g013690.1,Nitab22g021390.1,6.106968110311556,0.0,0.0
Nitab20g018310.1,Nitab12g017380.1,6.792297152034818,0.0,0.0
Nitab20g020430.1,Nitab15g009840.1,6.518153760595924,0.0,0.0
Nitab20g020260.1,Nitab04g007850.1,8.0122958702524,0.0,0.0
Nitab20g020930.1,Nitab15g009430.1,5.013532922197633,0.0,0.0
Nitab20g021260.1,Nitab19g034010.1,5.434509115049665,0.0,0.0
Nitab20g022660.1,Nitab21g013600.1,5.107047831121857,0.0,0.0
Nitab08g006220.1,Nitab15g010200.1,8.077179324621952,0.0,0.0
Nitab08g008450.1,Nitab04g013010.1,5.07486106433601,0.0,0.0
Nitab08g016420.1,Nitab02g011910.1,5.761364153537391,0.0,0.0
Nitab08g017310.1,Nitab09g019050.1,4.934221271530605,0.0,0.0
Nitab08g018110.1,Nitab22g022860.1,5.808494810058597,0.0,0.0
Nitab08g021540.1,Nitab24g018450.1,8.238293905932407,0.0,0.0
Nitab08g022070.1,Nitab19g030710.1,8.542678270349597,0.0,0.0
Nitab08g023050.1,Nitab10g005180.1,8.434266261714928,0.0,0.0
Nitab08g023140.1,Nitab21g013520.1,6.307104326832756,0.0,0.0
Nitab08g029260.1,Nitab21g020610.1,7.431840280769608,0.0,0.0
Nitab09g006800.1,Nitab21g020870.1,10.14416412667122,0.0,0.0
Nitab12g024390.1,Nitab12g013750.1,6.076801259945316,0.0,0.0
Nitab06g016650.1,Nitab09g015420.1,8.230507099959084,0.0,0.0
Nitab06g016720.1,Nitab04g022170.1,8.950229996321351,0.0,0.0
Nitab06g016820.1,Nitab04g010890.1,6.527541180919017,0.0,0.0
Nitab06g019710.1,Nitab21g011280.1,5.434768508436631,0.0,0.0
Nitab06g022790.1,Nitab24g016180.1,6.963154317925138,0.0,0.0
Nitab06g023490.1,Nitab04g013880.1,8.063551453789668,0.0,0.0
Nitab06g029110.1,Nitab15g009790.1,5.831430068142625,0.0,0.0
Nitab06g033440.1,Nitab04g012040.1,5.578442309126878,0.0,0.0
Nitab06g033650.1,Nitab07g031770.1,5.071802057848124,0.0,0.0
Nitab06g035240.1,Nitab24g017990.1,7.50945478229046,0.0,0.0
Nitab06g035110.1,Nitab04g013330.1,5.292589901872465,0.0,0.0
Nitab13g016300.1,Nitab04g024290.1,9.110261577151547,0.0,0.0
Nitab13g025830.1,Nitab11g008110.1,6.3455163752046655,0.0,0.0
Nitab13g025850.1,Nitab11g007450.1,6.009062999665642,0.0,0.0
Nitab13g026010.1,Nitab14g012210.1,5.249956679379062,0.0,0.0
Nitab13g026840.1,Nitab23g026530.1,5.615653515297006,0.0,0.0
Nitab03g006600.1,Nitab09g019450.1,8.107716419511789,0.0,0.0
Nitab03g008000.1,Nitab17g016120.1,5.756292789091624,0.0,0.0
Nitab03g009260.1,Nitab17g025040.1,6.916490483961816,0.0,0.0
Nitab03g009530.1,Nitab14g017270.1,5.032070666787783,0.0,0.0
Nitab03g011700.1,Nitab09g015450.1,5.422761800298413,0.0,0.0
Nitab03g012600.1,Nitab17g020230.1,6.417446457867661,0.0,0.0
Nitab03g015430.1,Nitab24g024000.1,8.628903257331624,0.0,0.0
Nitab03g016520.1,Nitab14g017220.1,7.96654613837714,0.0,0.0
Nitab03g018900.1,Nitab17g036920.1,5.7395858279340475,0.0,0.0
Nitab03g025780.1,Nitab01g026640.1,4.777630869711282,0.0,0.0
Nitab03g029560.1,Nitab17g013510.1,5.23421993075483,0.0,0.0
Nitab03g030020.1,Nitab17g013320.1,4.7386115513074785,0.0,0.0
Nitab03g030570.1,Nitab03g030250.1,7.370830862540764,0.0,0.0
Nitab03g031570.1,Nitab03g033220.1,7.20008810192458,0.0,0.0
Nitab11g006260.1,Nitab12g018940.1,5.413704298866661,0.0,0.0
Nitab11g006780.1,Nitab13g008860.1,6.288381945314816,0.0,0.0
Nitab11g011200.1,Nitab09g016550.1,4.624917936304792,0.0,0.0
Nitab11g011860.1,Nitab13g022190.1,5.103794244211149,0.0,0.0
Nitab11g012930.1,Nitab11g012950.1,11.60257898818749,0.0,0.0
Nitab11g013150.1,Nitab04g032470.1,7.398198797021247,0.0,0.0
Nitab11g013470.1,Nitab13g008610.1,11.612933087216275,0.0,0.0
Nitab11g016740.1,Nitab02g011310.1,4.988364229611133,0.0,0.0
Nitab11g021520.1,Nitab13g023620.1,6.899789546028675,0.0,0.0
