Nsyl,Ntom,HEB,p_value,q_value
Nitab20g006910.1,Nitab04g031870.1,-6.806693369675747,0.0,0.0
Nitab20g008250.1,Nitab24g022510.1,-10.673420806701957,0.0,0.0
Nitab20g011530.1,Nitab03g025050.1,-8.392108323541516,0.0,0.0
Nitab20g012520.1,Nitab02g027420.1,-7.413940762982061,0.0,0.0
Nitab20g015260.1,Nitab15g021480.1,-6.251627783276689,0.0,0.0
Nitab20g017570.1,Nitab12g019850.1,-6.076286561784591,0.0,0.0
Nitab20g023410.1,Nitab13g006560.1,-7.563285169345468,0.0,0.0
Nitab20g025230.1,Nitab14g010360.1,-10.08868784302813,0.0,0.0
Nitab08g005750.1,Nitab22g013310.1,-8.019603269625915,0.0,0.0
Nitab08g007640.1,Nitab22g008960.1,-7.4500768971869205,0.0,0.0
Nitab08g011390.1,Nitab15g021080.1,-8.014028575500369,0.0,0.0
Nitab08g015000.1,Nitab22g016520.1,-6.5241589573358745,0.0,0.0
Nitab08g018760.1,Nitab02g009030.1,-6.617065745896793,0.0,0.0
Nitab08g020060.1,Nitab22g016630.1,-7.665292121700428,0.0,0.0
Nitab08g021860.1,Nitab15g015460.1,-7.548298875864463,0.0,0.0
Nitab08g023650.1,Nitab21g015400.1,-7.152977146855387,0.0,0.0
Nitab08g024140.1,Nitab21g015060.1,-12.262763271817796,0.0,0.0
Nitab08g027810.1,Nitab13g013740.1,-8.682384559858306,0.0,0.0
Nitab08g028400.1,Nitab21g020100.1,-6.560799809910025,0.0,0.0
Nitab08g029380.1,Nitab18g024760.1,-10.12233460100342,0.0,0.0
Nitab09g006570.1,Nitab04g027170.1,-9.972114468726781,0.0,0.0
Nitab06g005000.1,Nitab19g033700.1,-6.718125675094241,0.0,0.0
Nitab06g006810.1,Nitab04g031330.1,-6.836371639262774,0.0,0.0
Nitab06g006960.1,Nitab04g031110.1,-5.995757128644295,0.0,0.0
Nitab06g013670.1,Nitab13g008140.1,-8.767903697967409,0.0,0.0
Nitab06g016770.1,Nitab09g015480.1,-6.795806984021217,0.0,0.0
Nitab06g018250.1,Nitab19g030750.1,-9.945394467990917,0.0,0.0
Nitab06g019190.1,Nitab17g007970.1,-6.490004191414415,0.0,0.0
Nitab06g027770.1,Nitab04g006700.1,-8.923645435830853,0.0,0.0
Nitab03g008880.1,Nitab17g014690.1,-7.95119036261464,0.0,0.0
Nitab03g009200.1,Nitab17g038620.1,-6.292882397016128,0.0,0.0
Nitab03g011380.1,Nitab02g011030.1,-8.089447385412537,0.0,0.0
Nitab03g014100.1,Nitab17g023720.1,-8.946343312968843,0.0,0.0
Nitab03g014810.1,Nitab24g025100.1,-8.248136746502064,0.0,0.0
Nitab03g016470.1,Nitab17g024390.1,-7.482063008940653,0.0,0.0
Nitab03g017060.1,Nitab17g038410.1,-11.079895573812594,0.0,0.0
Nitab03g019160.1,Nitab24g013680.1,-7.759506923773203,0.0,0.0
Nitab03g019840.1,Nitab17g015980.1,-6.3988163256755355,0.0,0.0
Nitab03g021480.1,Nitab17g017190.1,-8.940519284624967,0.0,0.0
Nitab03g034950.1,Nitab14g021780.1,-8.88394881808916,0.0,0.0
Nitab11g006760.1,Nitab23g026140.1,-7.8806799476107665,0.0,0.0
Nitab11g008860.1,Nitab13g024530.1,-8.893185589050503,0.0,0.0
Nitab11g010930.1,Nitab12g009090.1,-9.654844564310222,0.0,0.0
Nitab11g017120.1,Nitab13g015500.1,-6.989137636264927,0.0,0.0
Nitab11g023420.1,Nitab11g007940.1,-7.090752205459207,0.0,0.0
Nitab11g024810.1,Nitab13g008000.1,-7.725802312706362,0.0,0.0
Nitab11g025790.1,Nitab09g008470.1,-8.615751145468545,0.0,0.0
Nitab10g012200.1,Nitab13g005730.1,-6.057745220420751,0.0,0.0
Nitab10g014790.1,Nitab18g023700.1,-8.055707990998073,0.0,0.0
Nitab10g016880.1,Nitab02g017230.1,-8.965509838915102,0.0,0.0
Nitab10g024030.1,Nitab02g025780.1,-8.106421738272221,0.0,0.0
Nitab01g005160.1,Nitab23g005480.1,-7.052368313801885,0.0,0.0
Nitab01g006210.1,Nitab23g006760.1,-6.90598259643531,0.0,0.0
Nitab01g006640.1,Nitab17g010400.1,-9.13118570899319,0.0,0.0
Nitab01g006890.1,Nitab04g020650.1,-7.103046785094686,0.0,0.0
Nitab01g015080.1,Nitab23g017140.1,-6.7197320138010275,0.0,0.0
Nitab01g021080.1,Nitab09g008880.1,-9.914434790825524,0.0,0.0
Nitab01g022430.1,Nitab19g026000.1,-7.696583032391577,0.0,0.0
Nitab01g024440.1,Nitab23g024900.1,-7.23847448825309,0.0,0.0
Nitab01g026540.1,Nitab02g017920.1,-5.903061062731703,0.0,0.0
Nitab01g025780.1,Nitab01g027060.1,-6.382254954206616,0.0,0.0
Nitab16g005120.1,Nitab24g005660.1,-8.648898939653693,0.0,0.0
Nitab16g006650.1,Nitab11g005420.1,-8.389108713100088,0.0,0.0
Nitab16g010040.1,Nitab12g007160.1,-6.786581226259377,0.0,0.0
Nitab16g010050.1,Nitab12g007180.1,-8.995383965178723,0.0,0.0
Nitab16g010060.1,Nitab12g007210.1,-6.743206849588088,0.0,0.0
Nitab16g010590.1,Nitab12g007730.1,-6.931399014912504,0.0,0.0
Nitab16g010740.1,Nitab12g007910.1,-6.614755855353293,0.0,0.0
Nitab16g014280.1,Nitab22g009980.1,-6.895419173680294,0.0,0.0
Nitab16g015790.1,Nitab24g009160.1,-7.401531284890071,0.0,0.0
Nitab16g016490.1,Nitab15g011670.1,-6.804085068351303,0.0,0.0
Nitab16g016620.1,Nitab12g015380.1,-8.180669366537902,0.0,0.0
Nitab07g015400.1,Nitab19g028940.1,-10.013554593912307,0.0,0.0
Nitab07g017230.1,Nitab19g029620.1,-7.42823242259932,0.0,0.0
Nitab07g018680.1,Nitab17g035980.1,-6.723725765371892,0.0,0.0
Nitab07g020730.1,Nitab19g033850.1,-6.4817645518894915,0.0,0.0
Nitab07g021730.1,Nitab23g015460.1,-12.329835584967421,0.0,0.0
