Nsyl,Ntom,HEB,p_value,q_value
Nitab20g020260.1,Nitab04g007850.1,8.791603285297127,1.11022302463e-16,6.45927755727e-13
Nitab18g018110.1,Nitab21g013060.1,8.906288894052434,1.11022302463e-16,4.30618503818e-13
Nitab06g022790.1,Nitab24g016180.1,8.045147339336507,8.99280649946e-15,1.49486137754e-11
Nitab11g026170.1,Nitab04g015700.1,7.939337539058161,1.25455201783e-14,1.82474590993e-11
Nitab03g022500.1,Nitab15g019910.1,7.794312673941854,2.0872192863e-14,2.42868836153e-11
Nitab13g026770.1,Nitab13g009490.1,7.509320308349779,1.01474384451e-13,9.83963281224e-11
Nitab09g020220.1,Nitab04g015400.1,7.3423563103503495,2.55018228756e-13,1.85462006863e-10
Nitab24g020820.1,Nitab09g014490.1,7.1144759858891415,6.87450096848e-13,4.21008911943e-10
Nitab01g024400.1,Nitab09g014910.1,6.985116581705285,8.64419646973e-13,5.02919350609e-10
Nitab20g009520.1,Nitab09g014530.1,7.082980399362781,1.12032605415e-12,5.66787563743e-10
Nitab17g025890.1,Nitab21g010860.1,7.022860260128529,1.16007203843e-12,5.62441593299e-10
Nitab18g022690.1,Nitab04g029850.1,6.904682564428627,1.5689671784e-12,7.02173157226e-10
Nitab06g021930.1,Nitab04g017080.1,6.966011710481979,1.64002145198e-12,7.06788504267e-10
Nitab06g029550.1,Nitab22g012570.1,6.915602252382673,2.13817852313e-12,8.57925699831e-10
Nitab07g030770.1,Nitab19g036010.1,6.8537503489133025,2.96840330094e-12,1.15134469366e-09
Nitab03g010370.1,Nitab14g016370.1,6.625055410029803,7.01450009188e-12,2.47335524452e-09
Nitab11g006260.1,Nitab12g018940.1,6.598307737330997,8.27249380109e-12,2.75024965341e-09
Nitab18g006440.1,Nitab09g021820.1,6.540836269787612,1.47605261347e-11,4.29383705258e-09
Nitab20g024410.1,Nitab15g006120.1,6.454904162473964,2.15383266777e-11,5.96714212433e-09
Nitab10g015120.1,Nitab12g009500.1,6.179793307849272,4.88926676923e-11,1.21045761972e-08
Nitab16g023900.1,Nitab04g015280.1,6.065543868994339,1.06158193347e-10,2.42207203487e-08
